account-api,auth-access_token_api,128
account-api,auth-backoffice,9508
account-apicore-read,auth-access_token_api,138
account-apicore-read,auth-backoffice,62
account-apicore-read,users-read,48
account-apicore-read,users-varnish,68736
account-helpers-migration_jobs,fraud-mediation,144764
account-helpers-migration_jobs,sites-varnish,139986
account-helpers-migration_jobs,users-read,92
account-helpers-migration_jobs,users-varnish,138776
account-helpers-movement_translator,sites-varnish,130032
account-helpers-movement_translator,users-varnish,138274
account-melicardapi,applications-api,61826
account-melicardapi,auth-access_token_api,364
account-melicardapi,payments-search-read,364
account-melicardapi,payments-wrapper-read,116360
account-melicardapi,users-read,354
account-melicardapi,users-varnish,81520
account-workers-worker,account-helpers-movement_translator,686
account-workers-worker,fraud-mediation,12
account-workers-worker,users-read,654
addresses-api-jobs,locations-varnish,269682
addresses-api-jobs,sites-varnish,33844
addresses-api-read,auth-access_token_api,222
addresses-api-read,f5-articulo-oldworld,22
addresses-api-read,homes-frontend-varnish-aux,2
addresses-api-read,homes-frontend-web-categ,4
addresses-api-read,homes-frontend-web,2
addresses-api-read,locations-varnish,2144628
addresses-api-read,mlstatic,6
addresses-api-read,search-searchhtml,32
addresses-api-read,sites-varnish,250898
addresses-api-read,vip-frontendclassif,22
addresses-api-read,vip-frontend-varnishmlb,12
addresses-api-write,auth-access_token_api,14
addresses-api-write,locations-varnish,822060
addresses-api-write,sites-varnish,104004
apparel-syifrontend,auth-access_token_api,166
apparel-syifrontend,auth-loginapi-varnish-orghash,375176
apparel-syifrontend,auth-loginapi-read,374508
apparel-syifrontend,auth-loginapi-write,328
apparel-syifrontend,catalog-categoryattributes-api-read,13064
apparel-syifrontend,categories-read,12972
apparel-syifrontend,items-api-read,45456
apparel-syifrontend,items-api-uploader,23002
apparel-syifrontend,items-api-write,32240
apparel-syifrontend,locations-varnish,3910
apparel-syifrontend,prices-read,73818
apparel-syifrontend,sites-varnish,283750
apparel-syifrontend,users-read,69802
apparel-syifrontend,users-varnish,320
applications-api-memcached,search-searchhtml,4
applications-api,auth-access_token_api,12
applications-api,catalog-api-products,220960
applications-api,items-api-read,226220
applications-api,sites-varnish,431464
applications-api,users-varnish,56
applications-appframe,auth-access_token_api,86
applications-appframe,sites-varnish,102
applications-appframe,users-varnish,54
applications-frontend,applications-api,126
applications-frontend,auth-loginapi-varnish-orghash,140
applications-frontend,sites-varnish,210
applications-frontend,users-varnish,104
arquitectura-apidoc-proxy,-,258
arquitectura-apidoc-proxy,account-apicore-read,140
arquitectura-apidoc-proxy,account-pricing,6
arquitectura-apidoc-proxy,applications-api,6
arquitectura-apidoc-proxy,arquitectura-apidoc,16
arquitectura-apidoc-proxy,auth-oauth_api,18
arquitectura-apidoc-proxy,billing-api,32
arquitectura-apidoc-proxy,billing-search,4
arquitectura-apidoc-proxy,catalog-categoryattributes-api-read,84
arquitectura-apidoc-proxy,categories-dumper,24
arquitectura-apidoc-proxy,categories-read,546
arquitectura-apidoc-proxy,checkout-api-flows,10
arquitectura-apidoc-proxy,checkout-api-read,12
arquitectura-apidoc-proxy,color-histogram-web,18
arquitectura-apidoc-proxy,crm-adapters,52
arquitectura-apidoc-proxy,crm-api,36
arquitectura-apidoc-proxy,email-read,76
arquitectura-apidoc-proxy,feedback-wrapperapi-read,50
arquitectura-apidoc-proxy,feeds-feeds-activity,52
arquitectura-apidoc-proxy,fraud-mediation,180
arquitectura-apidoc-proxy,fraud-scoringadminapi,6
arquitectura-apidoc-proxy,homes-api-read,6
arquitectura-apidoc-proxy,items-api-multiget,36
arquitectura-apidoc-proxy,items-api-read,546
arquitectura-apidoc-proxy,items-visits-read,108
arquitectura-apidoc-proxy,locations-varnish,24
arquitectura-apidoc-proxy,messages-api-read,8
arquitectura-apidoc-proxy,moderations,12
arquitectura-apidoc-proxy,myml-itemsqueries,4
arquitectura-apidoc-proxy,orders-read,170
arquitectura-apidoc-proxy,orders-search,66
arquitectura-apidoc-proxy,payments-ipn,6
arquitectura-apidoc-proxy,payments-ipn-validation,4
arquitectura-apidoc-proxy,payments-ipnow,16
arquitectura-apidoc-proxy,payments-search-read,54
arquitectura-apidoc-proxy,payments-wrapper-history,2
arquitectura-apidoc-proxy,payments-wrapper-read,176
arquitectura-apidoc-proxy,prices-read,8
arquitectura-apidoc-proxy,questions-api-read,1922
arquitectura-apidoc-proxy,search-api-public,116
arquitectura-apidoc-proxy,search-backend,22
arquitectura-apidoc-proxy,search-urlread,6
arquitectura-apidoc-proxy,shipping-addresses,20
arquitectura-apidoc-proxy,shipping-api-varnish-read,24
arquitectura-apidoc-proxy,sites-varnish,156
arquitectura-apidoc-proxy,users-read,316
arquitectura-apidoc-proxy,users-varnish,128
arquitectura-apidoc-proxy,withdraw-api,22
arquitectura-build-builder-cacique,f5-articulo-oldworld,6
arquitectura-build-builder-cacique,search-searchhtml,16
arquitectura-build-builder-cacique,search-sessionapi,4
arquitectura-build-builder-cacique,vip-frontendclassif,2
arquitectura-build-builder-cacique,vip-frontendcore,4
arquitectura-build-builder-conciliador,f5-articulo-oldworld,6
arquitectura-build-builder-conciliador,search-searchhtml,2
arquitectura-build-builder-conciliador,search-sessionapi,6
arquitectura-build-builder-conciliador,vip-frontendclassif,4
arquitectura-build-builder-conciliador,vip-frontend-varnishmlb,2
arquitectura-build-builder-melicard,f5-articulo-oldworld,2
arquitectura-build-builder-melicard,mlstatic,6
arquitectura-build-builder-melicard,search-searchhtml,2
arquitectura-build-builder-melicard,search-sessionapi,4
arquitectura-build-builder-melicard,vip-frontendcore,2
arquitectura-build-builder-melicard,vip-frontend-varnishall,2
arquitectura-build-builder-myml,f5-articulo-oldworld,40
arquitectura-build-builder-myml,homes-frontend-web,10
arquitectura-build-builder-myml,search-searchhtml,94
arquitectura-build-builder-myml,vip-frontendclassif,56
arquitectura-build-builder-myml,vip-frontend-varnishmlb,24
arquitectura-build-builder-odr,auth-loginfrontend,4
arquitectura-build-builder-odr,f5-articulo-oldworld,18
arquitectura-build-builder-odr,mlstatic,8
arquitectura-build-builder-odr,search-searchhtml,12
arquitectura-build-builder-odr,vip-frontendcore,26
arquitectura-build-builder-odr,vip-frontendresto,4
arquitectura-build-builder-odr,vip-frontend-varnishmlb,10
arquitectura-img-varnish,f5-articulo-oldworld,8
arquitectura-img-varnish,myml-frontend-varnish,2
arquitectura-img-varnish,search-searchhtml,6
arquitectura-img-varnish,vip-frontendcore,12
arquitectura-img-varnish,vip-frontend-varnishmlb,4
auth-access_token_api-1,search-searchhtml,6
auth-access_token_api-1,search-sessionapi,4
auth-access_token_api,applications-api,12201852
auth-access_token_api,auth-loginapi-varnish-orghash,1019422
auth-access_token_api,auth-loginapi-varnish-ssid,498
auth-access_token_api,auth-loginapi-read,8742170
auth-access_token_api,users-varnish,18258240
auth-access_token_mongodb-mongodb-config,f5-articulo-oldworld,2
auth-access_token_mongodb-mongodb-config,homes-frontend-web-categ,2
auth-access_token_mongodb-mongodb-config,homes-frontend-web,2
auth-access_token_mongodb-mongodb-config,search-searchhtml,12
auth-access_token_mongodb-mongodb-config,vip-frontendcore,2
auth-access_token_mongodb-mongodb-config,vip-frontend-varnishmlb,2
auth-accountrecovery_api,-,192
auth-accountrecovery_api,auth-access_token_api,3168
