"account-api-webserver-master","auth-access_token_api-pool","128"
"account-api-webserver-master","auth-backoffice-webserver-pool","9508"
"account-apicore-webserver-read-master","auth-access_token_api-pool","138"
"account-apicore-webserver-read-master","auth-backoffice-webserver-pool","62"
"account-apicore-webserver-read-master","users-read-pool","48"
"account-apicore-webserver-read-master","users-varnish-pool","68736"
"account-helpers-webserver-migration_jobs-master","fraud-mediation-webserver-pool","144764"
"account-helpers-webserver-migration_jobs-master","sites-varnish-pool","139986"
"account-helpers-webserver-migration_jobs-master","users-read-pool","92"
"account-helpers-webserver-migration_jobs-master","users-varnish-pool","138776"
"account-helpers-webserver-movement_translator-master","sites-varnish-pool","130032"
"account-helpers-webserver-movement_translator-master","users-varnish-pool","138274"
"account-melicardapi-webserver-master","applications-api-pool","61826"
"account-melicardapi-webserver-master","auth-access_token_api-pool","364"
"account-melicardapi-webserver-master","payments-search-webserver-read-pool","364"
"account-melicardapi-webserver-master","payments-wrapper-read-pool","116360"
"account-melicardapi-webserver-master","users-read-pool","354"
"account-melicardapi-webserver-master","users-varnish-pool","81520"
"account-workers-worker-master","account-helpers-webserver-movement_translator-master","686"
"account-workers-worker-master","fraud-mediation-webserver-pool","12"
"account-workers-worker-master","users-read-pool","654"
"addresses-api-webserver-jobs-master","locations-varnish-pool","269682"
"addresses-api-webserver-jobs-master","sites-varnish-pool","33844"
"addresses-api-webserver-read-master","auth-access_token_api-pool","222"
"addresses-api-webserver-read-master","f5-articulo-oldworld-pool","22"
"addresses-api-webserver-read-master","homes-frontend-varnish-aux-pool","2"
"addresses-api-webserver-read-master","homes-frontend-web-categ_mlb-pool","4"
"addresses-api-webserver-read-master","homes-frontend-web-mlb-pool","2"
"addresses-api-webserver-read-master","locations-varnish-pool","2144628"
"addresses-api-webserver-read-master","mlstatic-pool","6"
"addresses-api-webserver-read-master","search-searchhtml-mlb-pool","32"
"addresses-api-webserver-read-master","sites-varnish-pool","250898"
"addresses-api-webserver-read-master","vip-frontend-mlbclassif-pool","22"
"addresses-api-webserver-read-master","vip-frontend-varnishmlb-pool","12"
"addresses-api-webserver-write-master","auth-access_token_api-pool","14"
"addresses-api-webserver-write-master","locations-varnish-pool","822060"
"addresses-api-webserver-write-master","sites-varnish-pool","104004"
"apparel-syifrontend-webserver-master","auth-access_token_api-pool","166"
"apparel-syifrontend-webserver-master","auth-loginapi-varnish-orghash","375176"
"apparel-syifrontend-webserver-master","auth-loginapi-webserver-read","374508"
"apparel-syifrontend-webserver-master","auth-loginapi-webserver-write","328"
"apparel-syifrontend-webserver-master","catalog-categoryAttributes-api-read-pool","13064"
"apparel-syifrontend-webserver-master","categories-read-pool","12972"
"apparel-syifrontend-webserver-master","items-api-read-pool","45456"
"apparel-syifrontend-webserver-master","items-api-uploader-pool","23002"
"apparel-syifrontend-webserver-master","items-api-write-pool","32240"
"apparel-syifrontend-webserver-master","locations-varnish-pool","3910"
"apparel-syifrontend-webserver-master","prices-read-pool","73818"
"apparel-syifrontend-webserver-master","sites-varnish-pool","283750"
"apparel-syifrontend-webserver-master","users-read-pool","69802"
"apparel-syifrontend-webserver-master","users-varnish-pool","320"
"apparel-syifrontend-webserver-test-master","auth-access_token_api-pool","18"
"apparel-syifrontend-webserver-test-master","auth-loginapi-varnish-orghash","4"
"apparel-syifrontend-webserver-test-master","auth-loginapi-webserver-read","187466"
"apparel-syifrontend-webserver-test-master","auth-loginapi-webserver-write","42"
"apparel-syifrontend-webserver-test-master","locations-varnish-pool","986"
"apparel-syifrontend-webserver-test-master","sites-varnish-pool","52"
"apparel-syifrontend-webserver-test-master","users-varnish-pool","38"
"applications-api-memcached-master","search-searchhtml-mlb-pool","4"
"applications-api-webserver-master","auth-access_token_api-pool","12"
"applications-api-webserver-master","catalog-api-products-pool","220960"
"applications-api-webserver-master","items-api-read-pool","226220"
"applications-api-webserver-master","sites-varnish-pool","431464"
"applications-api-webserver-master","users-varnish-pool","56"
"applications-appframe-webserver-master","auth-access_token_api-pool","86"
"applications-appframe-webserver-master","sites-varnish-pool","102"
"applications-appframe-webserver-master","users-varnish-pool","54"
"applications-frontend-webserver-master","applications-api-pool","126"
"applications-frontend-webserver-master","auth-loginapi-varnish-orghash","140"
"applications-frontend-webserver-master","sites-varnish-pool","210"
"applications-frontend-webserver-master","users-varnish-pool","104"
"arquitectura-apidoc-proxy-master","-","258"
"arquitectura-apidoc-proxy-master","account-apicore-webserver-read-pool","140"
"arquitectura-apidoc-proxy-master","account-pricing-pool","6"
"arquitectura-apidoc-proxy-master","applications-api-pool","6"
"arquitectura-apidoc-proxy-master","arquitectura-apidoc-pool","16"
"arquitectura-apidoc-proxy-master","auth-oauth_api-pool","18"
"arquitectura-apidoc-proxy-master","billing-api-webserver-pool","32"
"arquitectura-apidoc-proxy-master","billing-search-webserver-pool","4"
"arquitectura-apidoc-proxy-master","catalog-categoryAttributes-api-read-pool","84"
"arquitectura-apidoc-proxy-master","categories-dumper-pool","24"
"arquitectura-apidoc-proxy-master","categories-read-pool","546"
"arquitectura-apidoc-proxy-master","checkout-api-flows-pool","10"
"arquitectura-apidoc-proxy-master","checkout-api-read-pool","12"
"arquitectura-apidoc-proxy-master","color-histogram-web-pool","18"
"arquitectura-apidoc-proxy-master","crm-adapters-webserver-pool","52"
"arquitectura-apidoc-proxy-master","crm-api-webserver-pool","36"
"arquitectura-apidoc-proxy-master","email-read-pool","76"
"arquitectura-apidoc-proxy-master","feedback-wrapperapi-read-pool","50"
"arquitectura-apidoc-proxy-master","feeds-feeds-activity","52"
"arquitectura-apidoc-proxy-master","fraud-mediation-webserver-pool","180"
"arquitectura-apidoc-proxy-master","fraud-scoringadminapi-pool","6"
"arquitectura-apidoc-proxy-master","homes-api-read-pool","6"
"arquitectura-apidoc-proxy-master","items-api-multiget-pool","36"
"arquitectura-apidoc-proxy-master","items-api-read-pool","546"
"arquitectura-apidoc-proxy-master","items-visits-read-pool","108"
"arquitectura-apidoc-proxy-master","locations-varnish-pool","24"
"arquitectura-apidoc-proxy-master","messages-api-read-pool","8"
"arquitectura-apidoc-proxy-master","moderations-pool","12"
"arquitectura-apidoc-proxy-master","myml-itemsqueries-pool","4"
"arquitectura-apidoc-proxy-master","orders-read-pool","170"
"arquitectura-apidoc-proxy-master","orders-search-pool","66"
"arquitectura-apidoc-proxy-master","orders-test-pool","10"
"arquitectura-apidoc-proxy-master","orders-test-search-pool","9724"
"arquitectura-apidoc-proxy-master","payments-ipn-pool","6"
"arquitectura-apidoc-proxy-master","payments-ipn-validation-pool","4"
"arquitectura-apidoc-proxy-master","payments-ipnow-pool","16"
"arquitectura-apidoc-proxy-master","payments-search-webserver-read-pool","54"
"arquitectura-apidoc-proxy-master","payments-wrapper-history-pool","2"
