account-api,auth-access_token_api,128
account-api,auth-backoffice,9508
account-apicore,auth-access_token_api,138
account-apicore,auth-backoffice,62
account-apicore,users-read,48
account-apicore,users-varnish,68736
account-helpers,fraud-mediation,144764
account-helpers,sites-varnish,270018
account-helpers,users-read,92
account-helpers,users-varnish,277050
account-melicardapi,applications-api,61826
account-melicardapi,auth-access_token_api,364
account-melicardapi,payments-search,364
account-melicardapi,payments-wrapper,116360
account-melicardapi,users-read,354
account-melicardapi,users-varnish,81520
account-workers,account-helpers,686
account-workers,fraud-mediation,12
account-workers,users-read,654
addresses-api,locations-varnish,3236370
addresses-api,sites-varnish,388746
addresses-api,auth-access_token_api,236
addresses-api,f5-articulo,22
addresses-api,homes-frontend,8
addresses-api,mlstatic-pool,6
addresses-api,search-searchhtml,32
addresses-api,vip-frontend,34
apparel-syifrontend,auth-access_token_api,184
apparel-syifrontend,auth-loginapi,937524
apparel-syifrontend,catalog-categoryAttributes,13064
apparel-syifrontend,categories-read,12972
apparel-syifrontend,items-api,100698
apparel-syifrontend,locations-varnish,4896
apparel-syifrontend,prices-read,73818
apparel-syifrontend,sites-varnish,283802
apparel-syifrontend,users-read,69802
apparel-syifrontend,users-varnish,358
applications-api,search-searchhtml,4
applications-api,auth-access_token_api,12
applications-api,catalog-api,220960
applications-api,items-api,226220
applications-api,sites-varnish,431464
applications-api,users-varnish,56
applications-appframe,auth-access_token_api,86
applications-appframe,sites-varnish,102
applications-appframe,users-varnish,54
applications-frontend,applications-api,126
applications-frontend,auth-loginapi,140
applications-frontend,sites-varnish,210
applications-frontend,users-varnish,104
arquitectura-apidoc,account-apicore,140
arquitectura-apidoc,account-pricing,6
arquitectura-apidoc,applications-api,6
arquitectura-apidoc,arquitectura-apidoc,16
arquitectura-apidoc,auth-oauth_api,18
arquitectura-apidoc,billing-api,32
arquitectura-apidoc,billing-search,4
arquitectura-apidoc,catalog-categoryAttributes,84
arquitectura-apidoc,categories-dumper,24
arquitectura-apidoc,categories-read,546
arquitectura-apidoc,checkout-api,22
arquitectura-apidoc,color-histogram,18
arquitectura-apidoc,crm-adapters,52
arquitectura-apidoc,crm-api,36
arquitectura-apidoc,email-read,76
arquitectura-apidoc,feedback-wrapperapi,50
arquitectura-apidoc,feeds-feeds,52
arquitectura-apidoc,fraud-mediation,180
arquitectura-apidoc,fraud-scoringadminapi,6
arquitectura-apidoc,homes-api,6
arquitectura-apidoc,items-api,582
arquitectura-apidoc,items-visits,108
arquitectura-apidoc,locations-varnish,24
arquitectura-apidoc,messages-api,8
arquitectura-apidoc,moderations-pool,12
arquitectura-apidoc,myml-itemsqueries,4
arquitectura-apidoc,orders-read,170
arquitectura-apidoc,orders-search,66
arquitectura-apidoc,orders-test,9734
arquitectura-apidoc,payments-ipn,10
arquitectura-apidoc,payments-ipnow,16
arquitectura-apidoc,payments-search,54
arquitectura-apidoc,payments-wrapper,178
arquitectura-apidoc,prices-read,8
arquitectura-apidoc,questions-api,1922
arquitectura-apidoc,search-api,116
arquitectura-apidoc,search-backend,22
arquitectura-apidoc,search-urlread,6
arquitectura-apidoc,shipping-addresses,20
arquitectura-apidoc,shipping-api,30
arquitectura-apidoc,sites-varnish,156
arquitectura-apidoc,users-read,316
arquitectura-apidoc,users-varnish,128
arquitectura-apidoc,withdraw-api,22
arquitectura-bigqueue,auth-access_token_api,10
arquitectura-bigqueue,orders-search,7478
arquitectura-bigqueue,search-api,105280
arquitectura-bigqueue,sites-varnish,4
arquitectura-bigqueue,users-varnish,138610
arquitectura-build,f5-articulo,72
arquitectura-build,search-searchhtml,126
arquitectura-build,search-sessionapi,14
arquitectura-build,vip-frontend,136
arquitectura-build,mlstatic-pool,14
arquitectura-build,homes-frontend,10
arquitectura-build,auth-loginfrontend,4
arquitectura-img,f5-articulo,8
arquitectura-img,myml-frontend,2
arquitectura-img,search-searchhtml,6
arquitectura-img,vip-frontend,16
auth-access_token_api,search-searchhtml,6
auth-access_token_api,search-sessionapi,4
auth-access_token_api,applications-api,12201852
auth-access_token_api,auth-loginapi,9762090
auth-access_token_api,users-varnish,18258240
auth-access_token_mongodb,f5-articulo,2
auth-access_token_mongodb,homes-frontend,4
auth-access_token_mongodb,search-searchhtml,12
auth-access_token_mongodb,vip-frontend,4
auth-accountrecovery_api,auth-access_token_api,3168
auth-accountrecovery_api,auth-secondfactortoken,206304
auth-accountrecovery_api,auth-smsapi,594
auth-accountrecovery_api,users-read,448642
auth-accountrecovery_api,users-varnish,498
auth-accountrecoveryfrontend,auth-access_token_api,156
auth-accountrecoveryfrontend,auth-accountrecovery_api,521904
auth-accountrecoveryfrontend,auth-fake_sites_api,65738
auth-accountrecoveryfrontend,auth-loginapi,537434
auth-accountrecoveryfrontend,auth-secondfactortoken,83374
auth-accountrecoveryfrontend,email-read,1135700
auth-accountrecoveryfrontend,email-write,166
auth-accountrecoveryfrontend,sites-varnish,232
auth-accountrecoveryfrontend,users-read,715034
auth-accountrecoveryfrontend,users-varnish,688
auth-authorizationfrontend,applications-api,7136214
auth-authorizationfrontend,auth-access_token_api,12264222
auth-authorizationfrontend,auth-loginapi,13903556
auth-authorizationfrontend,auth-secondfactortoken,1884446
auth-authorizationfrontend,sites-varnish,1564
auth-authorizationfrontend,users-read,3825208
auth-authorizationfrontend,users-varnish,1448
auth-backoffice,search-searchhtml,4
auth-backoffice,search-sessionapi,4
auth-fake_sites_frontend,auth-access_token_api,244
auth-fake_sites_frontend,auth-fake_sites_api,292084
auth-fake_sites_frontend,auth-loginapi,22
auth-fake_sites_frontend,auth-loginfrontend,2
auth-fake_sites_frontend,f5-articulo,6
auth-fake_sites_frontend,homes-frontend,2
auth-fake_sites_frontend,mlstatic-pool,4
auth-fake_sites_frontend,search-searchhtml,10
auth-fake_sites_frontend,sites-varnish,112
auth-fake_sites_frontend,users-varnish,134
auth-fake_sites_frontend,vip-frontend,8
auth-loginapi,users-varnish,19417030
auth-loginapi,users-read,5149598
auth-loginfrontend,applications-api,2428
auth-loginfrontend,auth-access_token_api,584
auth-loginfrontend,auth-accountrecovery_api,650040
auth-loginfrontend,auth-loginapi,109493774
auth-loginfrontend,auth-secondfactortoken,5167794
auth-loginfrontend,search-searchhtml,2
auth-loginfrontend,sites-varnish,6034932
auth-loginfrontend,users-read,6287488
auth-loginfrontend,users-track,3604778
auth-loginfrontend,users-varnish,699788
auth-mydata,auth-access_token_api,88
auth-mydata,auth-loginapi,376
auth-mydata,auth-secondfactortoken,34
auth-mydata,locations-varnish,202926
auth-mydata,sites-varnish,34
auth-mydata,users-read,70
auth-mydata,users-varnish,166
auth-oauth_api,applications-api,644922
auth-oauth_api,auth-access_token_api,557446
auth-oauth_api,auth-backoffice,8402
auth-oauth_api,auth-loginapi,310904
auth-oauth_api,users-read,120416
auth-oauth_api,users-varnish,7590
auth-secondfactortoken_backend,users-varnish,9007984
auth-secondfactortoken_frontend,auth-access_token_api,66
auth-secondfactortoken_frontend,auth-loginapi,72
auth-secondfactortoken_frontend,auth-secondfactortoken,5116
auth-secondfactortoken_frontend,sites-varnish,178
auth-secondfactortoken_frontend,users-varnish,1021786
auth-smsapi,auth-loginfrontend,2
auth-smsapi,f5-articulo,16
auth-smsapi,search-searchhtml,8
