account-api,auth-access_token_api
account-api,auth-backoffice
account-apicore-read,auth-access_token_api
account-apicore-read,auth-backoffice
account-apicore-read,users-read
account-apicore-read,users-varnish
account-helpers-migration_jobs,fraud-mediation
account-helpers-migration_jobs,sites-varnish
account-helpers-migration_jobs,users-read
account-helpers-migration_jobs,users-varnish
account-helpers-movement_translator,sites-varnish
account-helpers-movement_translator,users-varnish
account-melicardapi,applications-api
account-melicardapi,auth-access_token_api
account-melicardapi,payments-search-read
account-melicardapi,payments-wrapper-read
account-melicardapi,users-read
account-melicardapi,users-varnish
account-workers-worker,account-helpers-movement_translator
account-workers-worker,fraud-mediation
account-workers-worker,users-read
addresses-api-jobs,locations-varnish
addresses-api-jobs,sites-varnish
addresses-api-read,auth-access_token_api
addresses-api-read,f5-articulo-oldworld
addresses-api-read,homes-frontend-varnish-aux
addresses-api-read,homes-frontend-web
addresses-api-read,homes-frontend-web-categ_mlb
addresses-api-read,locations-varnish
addresses-api-read,mlstatic
addresses-api-read,search-searchhtml
addresses-api-read,sites-varnish
addresses-api-read,vip-frontend-varnishmlb
addresses-api-read,vip-frontendclassif
addresses-api-write,auth-access_token_api
addresses-api-write,locations-varnish
addresses-api-write,sites-varnish
apparel-syifrontend,auth-access_token_api
apparel-syifrontend,auth-loginapi-read
apparel-syifrontend,auth-loginapi-varnish-orghash
apparel-syifrontend,auth-loginapi-write
apparel-syifrontend,catalog-categoryAttributes-api-read
apparel-syifrontend,categories-read
apparel-syifrontend,items-api-read
apparel-syifrontend,items-api-uploader
apparel-syifrontend,items-api-write
apparel-syifrontend,locations-varnish
apparel-syifrontend,prices-read
apparel-syifrontend,sites-varnish
apparel-syifrontend,users-read
apparel-syifrontend,users-varnish
apparel-syifrontend-test,auth-access_token_api
apparel-syifrontend-test,auth-loginapi-read
apparel-syifrontend-test,auth-loginapi-varnish-orghash
apparel-syifrontend-test,auth-loginapi-write
apparel-syifrontend-test,locations-varnish
apparel-syifrontend-test,sites-varnish
apparel-syifrontend-test,users-varnish
applications-api,auth-access_token_api
applications-api,catalog-api-products
applications-api,items-api-read
applications-api,sites-varnish
applications-api,users-varnish
applications-api-memcached,search-searchhtml
applications-appframe,auth-access_token_api
applications-appframe,sites-varnish
applications-appframe,users-varnish
applications-frontend,applications-api
applications-frontend,auth-loginapi-varnish-orghash
applications-frontend,sites-varnish
applications-frontend,users-varnish
arquitectura-apidoc-proxy,-
arquitectura-apidoc-proxy,account-apicore-read
arquitectura-apidoc-proxy,account-pricing
arquitectura-apidoc-proxy,applications-api
arquitectura-apidoc-proxy,arquitectura-apidoc
arquitectura-apidoc-proxy,auth-oauth_api
arquitectura-apidoc-proxy,billing-api
arquitectura-apidoc-proxy,billing-search
arquitectura-apidoc-proxy,catalog-categoryAttributes-api-read
arquitectura-apidoc-proxy,categories-dumper
arquitectura-apidoc-proxy,categories-read
arquitectura-apidoc-proxy,checkout-api-flows
arquitectura-apidoc-proxy,checkout-api-read
arquitectura-apidoc-proxy,color-histogram-web
arquitectura-apidoc-proxy,crm-adapters
arquitectura-apidoc-proxy,crm-api
arquitectura-apidoc-proxy,email-read
arquitectura-apidoc-proxy,feedback-wrapperapi-read
arquitectura-apidoc-proxy,feeds-feeds-activity
arquitectura-apidoc-proxy,fraud-mediation
